CODE,Q1,A1,P/F,Q2
21,케이터링에 대해 설명해 주세요.,"케이터링은 음식 공급으로 호텔, 병원, 펍, 항공기, 유람선, 공원, 촬영지나 스튜디오, 엔터테인먼트 사이트, 이벤트 장소 등의 지역이나 원격지에서 음식 서비스를 제공하는 사업입니다. 케이터링 사업은 1820년 즈음부터 필라델피아를 주축으로 형성되기 시작하였습니다. 케이터링은 훌륭하고 이익이 많이 나는 사업입니다. ",P,필라델피아에서 케이터링이 시작했다는 내용에 대해 설명해 주세요.
21,케이터링에 대해 설명해 주세요.,"케이터링은 지급능력이 있는 고객에게 조리되어 있는 음식을 제공하는 것을 뜻합니다. 또한 사사로운 파티나 음식 서비스를 위하여 식료, 테이블, 의자, 기물 등을 고객의 가정이나 특정 장소로 출장서비스를 하는 것을 말합니다. 요리, 음료, 식기, 테이블 등 모든 호텔기물을 고객이 원하는 장소에 운반하여 고객이 만족할 만한 연회행사를 실시하는 것을 말하기도 합니다.",P,케이터링에 포함되는 호텔기물에 대해 설명해 주세요.
21,케이터링에 대해 설명해 주세요.,,P,
21,케이터링에 대해 설명해 주세요.,"케이터링은 음식을 배달하는 모든 서비스를 말하는 것으로, 뷔페를 생각하면 됩니다. 다른 말로는 출장뷔페로도 불리며, 최근에는 비용문제로 인해 인기가 식고 있는 사양산업 중 하나이기도 합니다.",F,
21,케이터링에 대해 설명해 주세요.,"케이터링을 담당하는 업체는 음식을 담당하기도 하며 동시에 숟가락과 같은 집기도 준비하기도 합니다. 하지만 음료와 뒷처리는 고객이 담당하는 것을 원칙으로 하고 있으며, 업체의 책임은 없습니다.",F,
21,케이터링에 대해 설명해 주세요.,"케이터링은 기내에서도 동일하게 이루어지지만, 지상 음식에 비해 소금이나 설탕을 덜 넣는 것이 특징입니다. 인간의 혀는 상공에 올라가면 더 민감하게 반응하기 때문에 간을 덜 한 음식을 선호하게 됩니다.",F,
21,홀드룸차지에 대해 설명해 주세요.,홀드 룸 차지는 하우스키핑 서비스의 일종입니다. 현재 호텔에 투숙하고 있는 고객이 단기간의 여행을 떠나면서 수하물을 객실에 그냥 두고 가는 경우를 말합니다. 이 때에 그 객실은 고객이 계속하여 사용하는 것이 되므로 실료는 고객의 청구서에 계산되고 봉사료와 세금도 가산됩니다.,P,통상적인 봉사료 금액 수준에 대해 설명해 주세요.
21,홀드룸차지에 대해 설명해 주세요.,"홀드 룸 차지는 두 가지 경우로 살펴볼 수 있습니다. 고객이 객실을 예약하고 호텔에 도착하지 않았을 때, 그 객실을 타인에게 판매하지 않고 보류시킨 경우에 해당됩니다. 이것은 고객이 항공기 지연이나 개인의 업무상 사정으로 호텔 도착이 늦어질 때 당초의 예약대로 요금을 징수하게 됩니다.",P,고객의 입장에서 금액일 지불하면서도 객실을 보류하는 이유를 설명해 주세요.
21,홀드룸차지에 대해 설명해 주세요.,,P,
21,홀드룸차지에 대해 설명해 주세요.,"홀드 룸 차지는 무료로 할 수 있는 하나의 서비스입니다. 고객의 개인적인 사정으로 인해 호텔 도착이 늦어졌을 때 호텔이 무료로 제공하는 것이 일반적이며, 고객은 뒤늦게 체크인을 하게 됩니다.",F,
21,홀드룸차지에 대해 설명해 주세요.,"홀드 룸 차지로 인해 발생하는 모든 비용은 전적으로 호텔의 부담이며, 경우에 따라 고객이 도의적인 책임으로 비용의 일부를 부담합니다. 악천후로 인해 도착이 늦어지는 경우에는 호텔이 전액을 부담합니다.",F,
21,홀드룸차지에 대해 설명해 주세요.,"홀드 룸 차지는 호텔의 등급과 상관없이 법적으로 매일 10$를 지불하게 되어 있습니다. 고객은 매일 10$만 지불하면 방을 차지할 수 있지만, 체크인을 하게 되면 요금은 이전과 같이 정상 발생합니다.",F,
21,호텔 컨시어지에 대해 설명해 주세요.,"호텔 안내는 물론, 여행과 쇼핑까지 투숙객의 다양한 요구를 들어주는 서비스를 말합니다. 컨시어지는 프랑스에서 유래된 말로 중세시대 성을 지키며 초를 들고 성을 안내하는 사람에서 유래된 말입니다. 현대에서는 보통 호텔에서 고객을 맞이하며 객실 서비스를 총괄하는 서비스나 그 사람을 의미하는 말로 사용되고 있습니다.",P,호텔의 객실서비스에 대해 설명해 주세요.
21,호텔 컨시어지에 대해 설명해 주세요.,"최근에는 개인비서처럼 손님이 필요한 정보 및 모든 서비스를 총괄적으로 제공하는 관리인으로 그 의미가 확대되고 있습니다. 호텔 컨시어지 서비스에는 고객의 짐 들기를 비롯해 교통 안내, 관광 · 쇼핑 안내, 음식점 추천 · 예약 정보 제공, 고객이 직접 구하기 어려운 티켓 구매 대행 등까지도 포함됩니다.",P,티켓구매대행의 절차를 설명해 주세요.
21,호텔 컨시어지에 대해 설명해 주세요.,"호텔에서 그들은 벨 서비스 담당이고 호텔에 관한 정보나 호텔 밖의 나이트 클럽, 레스토랑에 관한 정보, 극장표, 여행에 필요한 교통편, 안내 등의 포괄적 서비스를 제공 처리합니다. 이는 또한 서비스 감독자와 같은 뜻으로 고객 우편물 처리와 안내원 도어 맨 그리고 여행사와 손님의 관계에 관한 모든 업무를 총괄 처리합니다.",P,포괄적 서비스에 포함되는 예제를 설명해 주세요.
21,호텔 컨시어지에 대해 설명해 주세요.,"호텔 안내만을 의미하는 서비스이므로, 다른 모든 것은 포함하지 않습니다. 특히 로비에서 리셉션을 한정해서 하는 말로, 호텔 리셉션을 제외한 다른 직종을 컨시어지라 부르는 것은 적합하지 않습니다.",F,
21,호텔 컨시어지에 대해 설명해 주세요.,"최근에는 호텔의 규모가 점점 확대되며, 컨시어지가 가진 단어의 의미는 반대로 축소되고 있습니다. 전통적인 컨시어지가 다양한 것을 담당했다면, 오늘날의 컨시어지는 고객 응대에 그칩니다.",F,
21,호텔 컨시어지에 대해 설명해 주세요.," 호텔의 도착부터 출발까지 모든 순간을 담당하며, 직접적으로 고객을 도와주기보다는 간접적으로 고객을 도와주는 것을 목표로 하고 있습니다. 고객의 부당한 요구까지 들어주는 것을 목표로 하고 있습니다.",F,
21,호텔의 프론트 오피스 서비스를 설명해 주세요.,프론트 오피스는 호텔의 얼굴이라고 할 수 있는 부서로 고객을 최초로 맞이하고 최후로 환송하는 곳으로서 호텔과 고객을 직접 연결시켜 주는 장소입니다. 고객의 예약을 처리 및 등록하고 요금을 정산하는 곳 입니다. 프론트에서의 친절과 서비스는 고객에게 만족감을 선사합니다.,P,환송 시 유의할 점을 설명해 주세요.
21,호텔의 프론트 오피스 서비스를 설명해 주세요.,"프론트 오피스는 주위환경, 분위기 조성 및 직원의 친절한 서비스와 올바른 직무수행으로 고객과 호텔간의 관계를 밀접하게 연결하는 호텔 서비스의 중추적 역할을 담당하고 있습니다. 특히 객실판매 뿐 아니라 식음료 상품등을 포함한 기타 부대시설의 매출향상에 큰 영향을 미치고 있습니다.",P,부대시설의 예제를 설명해 주세요.
21,호텔의 프론트 오피스 서비스를 설명해 주세요.,,P,
21,호텔의 프론트 오피스 서비스를 설명해 주세요.,"프론트 오피스는 호텔에서 보이지 않는 곳을 담당한다는 뜻으로, 객실 청소 등을 의미합니다. 특히나 고객과 직접적으로 만나지 않는 것을 최우선과제로 하기 때문에 프론트라 불리고 있습니다.",F,
21,호텔의 프론트 오피스 서비스를 설명해 주세요.,"호텔 프론트 오피스의 대표적인 영역은 고객 응대입니다. 고객 응대가 가장 핵심이 되고, 고객 응대를 위한 다양한 이벤트를 준비하기도 합니다. 하지만 친절도보다는 가격에 초점을 두고 운영합니다.",F,
21,호텔의 프론트 오피스 서비스를 설명해 주세요.,"프론트 오피스 서비스는 호텔의 등급을 결정짓는 중요한 요소 중 하나가 되기도 합니다. 하지만 체크인 체크아웃만 한정하여 부르는 용어이고, 고객의 택시 요구, 예약과 같은 것은 담당하지 않습니다.",F,
21,호텔 지배인에 대해 설명해 주세요.,"호텔 지배인은 호텔의 모든 업무를 총괄하는‘호텔총지배인’과 ‘객실지배인’, ‘식음료부지배인’,‘ 연회부지배인’등 각 부서의 장으로 나뉩니다. 호텔 경영 및 관리 전반에 대한 지식과 실무 경험이 요구되며, 각 부서 종업원을 통솔하여 지휘감독할 수 있는 리더십이 필요합니다.",P,객실지배인의 역할을 설명해 주세요.
21,호텔 지배인에 대해 설명해 주세요.,"호텔지배인은 객실 예약업무, 판매업무, 접객, 식당, 주방, 홍보 등 호텔에서 이루어지는 다양한 작업들이 원활히 운용될 수 있도록 각종 활동들을 계획하고, 종사원들의 업무를 종합적으로 관리감독합니다. 객실, 연회부 등 각 부서 소속 종업원의 작업계획 수립을 통해 업무가 원활히 운영될 수 있도록 관리조정합니다.",P,호텔 홍보에 대해 설명해 주세요.
21,호텔 지배인에 대해 설명해 주세요.,"호텔지배인의 업무는 객실, 연회부 등 해당업장의 매출증진을 위한 전략을 수립하고 서비스 향상 및 청결 유지를 관리감독하며 고객의 불편사항을 처리하는 것 입니다. 회의, 연회, 리셉션 및 기타 목적을 위한 시설 사용에 대한 고객의 요구 사항을 파악하여 맞춤 서비스를 제공하는 업무를 수행합니다.",P,고객의 불편사항 처리 방법에 대해 설명해 주세요.
21,호텔 지배인에 대해 설명해 주세요.,"호텔을 법적으로 지배하는 사람을 의미하며, 주식의 51%이상을 확보한 사람을 의미합니다. 주주총회에서 호텔 지배인을 투표로 정하게 되며, 이 경우에는 회의에서 다수결로 정해지게 됩니다.",F,
21,호텔 지배인에 대해 설명해 주세요.,호텔을 무력으로 점거하는 사람을 의미하며 무력으로 점거한 경우에는 합법적으로 호텔을 지배할 수 있는 권리가 주어지게 됩니다. 호텔의 모든 시설을 자유롭게 이용할 수 있는 권리가 있습니다.,F,
21,호텔 지배인에 대해 설명해 주세요.,"호텔지배인은 객실 관리뿐만 아니라 다양한 역할을 맡고 있고, 그중에서는 손님의 물건을 보관하고 경우에 따라서는 무단으로 점검할 권리도 가지게 됩니다. 이 경우에는 손님의 동의가 필요하지 않습니다.",F,
21,뷔페에 대해 설명해 주세요.,"일정한 요금을 지불하고 기호에 따라 이미 준비된 음식을 먹을 수 있는 셀프 서비스 식사입니다. 그러나 음료와 술은 별도 계산을 하도록 되어 있습니다. 뷔페는 두 가지로 구분되는데, 일정하게 예약된 인원을 위하여 준비된 요리를 제공하는 뷔폐와 불특정 다수의 고객을 대상으로 준비되는 뷔페입니다.",P,불특정 다수를 위한 뷔페의 특징을 설명해 주세요.
21,뷔페에 대해 설명해 주세요.,뷔페는 테이블 위에 음식을 여러 개의 큰 접시에 담은 후 개인이 자신의 접시에 먹고 싶은 음식을 자신의 양에 맞게 덜어 먹는 방법입니다. 손님이 많은데 장소가 좁거나 시중드는 사람이 부족할 때 이용할 수 있는 방법입니다. 이때 손님은 자기가 좋아하는 음식을 두세가지 정도 덜어다 먹고 필요하면 다시 덜어먹도록 합니다.,P,뷔페의 특징을 장소적인 측면에서 설명해 주세요.
21,뷔페에 대해 설명해 주세요.,"여러 그릇에 음식을 담고 접시와 포크, 냅킨을 따로 놓아 먹을 사람이 마음대로 덜어 먹을 수 있도록 하는 식사 방식입니다. 이는 바이킹의 후예인 스칸디나비아 지방의 풍습에서 유래하였다는 주장이 유력합니다. 스웨덴 사람들은 이를 스모르가스보르드라고 부르는데, 집에서 만든 음식을 펼쳐놓고 손님들을 초대한 데서 나온 것입니다.",P,스칸디나비아의 특징을 뷔페와 연관시켜 설명해 주세요.
21,뷔페에 대해 설명해 주세요.,"뷔페란 손님이 일정한 금액을 지불하고 호텔이 제공하는 식사를 무제한으로 이용할 수 있는 시설입니다. 특히 좋은 호텔일수록 금액이 올라가게 되는데, 만 50세 이상의 성인은 무료입니다.",F,
21,뷔페에 대해 설명해 주세요.,"뷔페는 여러 개의 접시를 이용하여 원하는 만큼 식사를 하게 됩니다. 하지만 반찬을 조금이라도 남기면 헌법에 따라 환경부담금이 발생하게 되고, 1접시당 법적으로 규정된 벌금을 내야합니다.",F,
21,뷔페에 대해 설명해 주세요.,"뷔페는 마음대로 골라먹는다라는 뜻의 외래어로 현재는 사용되지 않고 있는 단어입니다. 뷔페가 사라진 대는 호텔 업계의 축소, 식비의 절약 등이 있으며 해외 여행에서만 즐길 수 있는 문화입니다.",F,
21,숙박 시설 종류에 대해 설명해 주세요.,"숙박 시설은 숙박업이 이루어지는 시설입니다. 숙박업은 여관이나 호텔 따위와 같이 손님을 숙박시키고 요금을 받는 영업입니다. 현재 우리나라 숙박 시설의 유형은 호텔업, 휴양 콘도미니엄업, 관광 펜션업, 일반 숙박업, 유스 호스텔, 민박, 휴양 펜션 의 7가지 형태로 나누어져 있습니다.",P,콘도미니엄에 대해 설명해 주세요.
21,숙박 시설 종류에 대해 설명해 주세요.,"독일에서 시작된 유스호스텔은 현재 73개국에서 6천여 개 이상 운영 중이며 인종과 국적, 종교, 성별, 문화, 정치적 이념의 구별 없이 세계 각국에서 온 여행자들과 한데 어울릴 수 있는 국제 우호의 장이라 할 수 있습니다. 부대시설도 훌륭한 편이라 특히 젊은 배낭여행자들 사이에서 큰 인기를 얻고 있습니다.",P,배낭여행의 특징을 설명해 주세요.
21,숙박 시설 종류에 대해 설명해 주세요.,호텔정도의 시설을 갖추고 가족적인 분위기를 살린 소규모 숙박 시설입니다. 선진국에서 정년퇴직한 부부가 10실 정도의 객실을 자영하는 경우가 많습니다. 요금이 싸고 가정적인 서비스를 제공해 가족들이 주말을 이용해서 즐길 수 있다는 점이 장점입니다. 서양식 민박이라 할 수 있습니다.,P,민박에 대해 설명해 주세요.
21,숙박 시설 종류에 대해 설명해 주세요.,"숙박 시설에는 등급에 따라 비박, 텐트, 모텔 등이 있으며 이중에서 텐트는 가장 우수한 숙박 시설로 1성급부터 5성급이 있습니다. 5성급 텐트의 경우에는 1박당 100만원을 호가합니다.",F,
21,숙박 시설 종류에 대해 설명해 주세요.,"숙박 시설에는 비행단, 전대, 사령부가 있습니다. 뒤로 갈수록 더 좋아지는 시설이며, 사령부에는 다양한 부대 시설이 제공됩니다. 수영장이 있는 곳도 있고 때로는 무료 뷔페도 가능합니다.",F,
21,숙박 시설 종류에 대해 설명해 주세요.,"숙박 시설 종류는 어떤 종류의 침대가 들어가는지에 따라 결정됩니다. 최고급 침대를 사용하는 경우에는 고급 호텔이라 명시할 수 있고, 일반적으로 침대가 없는 곳은 모텔이라 불리게 됩니다.",F,
21,룸메이드의 역할을 설명해 주세요.,"챔버 메이드라고도 합니다. 호텔에서 손님들이 사용하는 객실을 정리·정돈하는 업무를 수행하는 여자 종사원을 말합니다. 호텔이 아닌 숙박시설에서 일하는 사람도 룸메이드로 보기도 하지만, 일반적으로는 호텔에서 근무하는 사람을가리킨다. 주로 호텔 객실 밖에서 일하는 남자 종사원을 룸메이드와 구분해 하우스맨이라고 합니다.",P,하우스맨의 역할에 대해 설명해 주세요.
21,룸메이드의 역할을 설명해 주세요.,"손님들이 사용하는 시트·타월·냅킨과 각종 객실용품, 청소용구를 실은 운반기구를 끌고 객실 사이를 이동하면서 객실 청소, 모포·시트의 교체, 욕실에서 사용하는 수건의 교체, 옷장 정리 등 정해진 순서에 따라 객실을 정리·정돈합니다. 그 밖에 객실 정리와 관련된 전반적인 업무를 수행합니다.",P,객실정리 시 유의사항에 대해 설명해 주세요.
21,룸메이드의 역할을 설명해 주세요.,"룸메이드는 신속·정확해야 하고, 손님이 사용 중인 객실은 함부로 열어 보거나 비품을 만져서도 안 되는 등 여러 가지 까다로운 조건이 요구되기 때문에 일정한 요건을 갖추어야 합니다. 작은 규모의 호텔에서는 객실 청소 외에 다른 업무를 병행하는 경우도 있습니다.",P,객실청소 외 다른업무에 대해 설명해 주세요.
21,룸메이드의 역할을 설명해 주세요.,룸메이드란 방을 청소하는 직업을 의미합니다. 일반적으로는 청소를 담당하지만 다른 경우에는 다른 업무도 겸임하기도 합니다. 청소를 하다가 발견하는 금전을 포함한 재화는 룸메이드의 소유입니다.,F,
21,룸메이드의 역할을 설명해 주세요.,룸메이드는 호텔의 문을 지키는 사람입니다. 적극적으로 호텔을 방어하며 외부의 침입자로부터 호텔을 지키는 것을 최우선 과제로 삼습니다. 이 과정에서 생기는 피해는 호텔이 담당합니다.,F,
21,룸메이드의 역할을 설명해 주세요.,"호텔에 머무는 손님을 지키는 역할입니다. 문 앞을 상시 경비하고 있으며, 3인 1교대로 돌아가는 직업입니다. 대한민국에서 합법적으로 무기를 소지할 수 있으며, 방을 지키는데 실패하면 해고됩니다.",F,
21,호텔 객실 종류에 대해 설명해 주세요.,"호텔 객실의 종류는 침대의 수와 크기에 따라 기본적인 4가지 종류로 분류됩니다. 싱글 베드룸은 1인용 객실 또는 싱글베드가 있는 1인실을 말합니다. 침대의 표준규격은 길이 195cm x 넓이 90cm 이상이고, 담요규격은 길이 230cm x 넓이 170cm 이상이어야 합니다.",P,침대의 종류를 크기에 따라 설명해 주세요.
21,호텔 객실 종류에 대해 설명해 주세요.,"더블 베드룸은 더블 침대가 있는 객실로 두 사람이 사용할 수 있는 넓은 형태의 객실입니다. 이 침대의 폭은 보통 싱글 베드의 1.5배로 표준규격이 길이 195cm x 넓이 138cm 이상이고, 담요 규격은 길이 230cm x 넓이 200cm 이상이어야 합니다. 트윈룸은 객실에 1인용 베드 2개를 넣어서 두 사람이 동시에 투숙할 수 있는 객실을 말합니다.",P,더블베드룸과 트윈룸을 비교해서 설명해 주세요.
21,호텔 객실 종류에 대해 설명해 주세요.,스위트란 2실 이상의 연속객실이라는 뜻을 담고 있는데 적어도 욕실이 딸린 침실 한개와 거실 겸 응접실 한개 모두 2실로 짜여져 있습니다. 때로는 침실이 두개 이상 있기도 하고 거실과 응접실이 따로 따로 분리되어 있기도 합니다. 로열스위트나 프레지던셜 스위트처럼 특별한 이름을 붙여서 표현하기도 합니다.,P,스위트룸의 특징을 설명해 주세요.
21,호텔 객실 종류에 대해 설명해 주세요.,"호텔 객실에는 1인실과 2인실만 있고, 그 이상을 만드는 것은 법률로 금지되어 있습니다. 2인실에는 최대 2인까지 숙박가능하며, 그 이상은 추가 비용을 지불하더라도 법에 저촉됩니다.",F,
21,호텔 객실 종류에 대해 설명해 주세요.,"호텔 객실에는 다양한 방이 있고, 스위트, 이그제큐티브, 슈퍼디럭스, 디럭스 등이 있습니다. 명칭만 다를 뿐이지 실질적인 방의 평수는 모두 동일하며 제공되는 서비스 또한 균일화되어 있습니다.",F,
21,호텔 객실 종류에 대해 설명해 주세요.,"호텔을 나누는 다양한 기준이 됩니다. 방의 종류에 따라 머무를 수 있는 날짜가 달라지며, 디럭스 방 같은 경우에는 최장 2일, 스위트의 경우에는 최장 일주일까지 가능하며, 그 이상 숙박은 불가능합니다.",F,
21,노쇼에 대해 설명해 주세요.,"예약을 하고는 취소 연락없이 예약 장소에 나타나지 않는 행위를 말합니다. 본래 항공회사의 업무 용어였으나, 1990년대 이후 음식점, 호텔, 병원, 미용실 등 예약이 필요한 다른 서비스 업계에서도 널리 쓰이게 되었습니다. 소비자의 비합리적이고 무책임한 행동으로, 이는 서비스업 종사자뿐만 아니라 다른 선의의 소비자에게도 피해를 끼치게 됩니다.",P,노쇼가 선의의 소비자에게 미치는 영향을 설명해 주세요.
21,노쇼에 대해 설명해 주세요.,"외식, 항공, 호텔 업계 등에서 사용하는 용어로 예약을 했지만 취소 연락 없이 예약 장소에 나타나지 않는 손님을 뜻합니다. 각종 업계는 노쇼로 인해 큰 손해를 입고 있으며 특히 소규모로 운영되는 식당은 노쇼로 인해 가게 문을 닫기도 합니다. 이에 예약을 하고 방문하지 않는 손님에게 위약금을 받는 경우도 있습니다.",P,위약금에 대해 설명해 주세요.
21,노쇼에 대해 설명해 주세요.,,P,
21,노쇼에 대해 설명해 주세요.,노쇼라는 것은 쇼를 하지 않는 다는 뜻으로 손님이 비용을 지불하지 않고 숙박 이후 도망가는 것을 의미합니다. 이 경우 손님이 지불하지 않은 비용은 해당 시간 근무한 프론트가 부담하게 됩니다.,F,
21,노쇼에 대해 설명해 주세요.,"예약을 하지 않고 식당에 등장하는 행위, 혹은 호텔에 오는 행위를 의미합니다. 예약을 하지 않아 근무자에게 당혹감을 주기는 하지만, 법적으로 금지된 행위는 아니므로 호텔에서 금지할 수는 없습니다.",F,
21,노쇼에 대해 설명해 주세요.,"예약을 했고, 정상적으로 서비스를 이용하는 경우를 의미합니다. 노쇼로 인해 호텔은 안정적인 이득을 거둘 수 있기 때문에 많은 호텔이나 숙박업체는 노쇼를 적극적으로 환영하는 경향이 있습니다.",F,
21,여행자 보험에 대해 설명해 주세요.,"여행 출장 나들이 중에 발생한 상해 질병 등의 신체사고는 물론이고 휴대물품 손해, 타인에 대한 배상책임까지 보장해 주는 보험입니다. 거주지 출발 시점부터 복귀까지의 여행 전 과정을 보장하는 소멸식 보험입니다. 보험료가 최저 2000원으로 저렴하고, 인터넷으로도 간단히 가입할 수 있습니다.",P,소멸식 보험에 대해 설명해 주세요.
21,여행자 보험에 대해 설명해 주세요.,"여행자보험은 말 그대로 여행 중 불의의 사고나 질병, 휴대품 도난, 배상책임 손해 등을 보상해 주는 보험입니다. 보상 한도액과 보험 기간별로 납부해야 하는 보험료가 다르지만 보험 가입 기간이 여행 기간으로 한정되어 있기 때문에 상당히 저렴한 편입니다.",P,여행자보험의 보험료가 저렴한 이유를 설명해 주세요.
21,여행자 보험에 대해 설명해 주세요.,,P,
21,여행자 보험에 대해 설명해 주세요.,여행자끼리 만든 보험입니다. 여행자 보험에 가입하게 되면 여행자가 각출한 금액을 모아 상해를 입은 사람에게 지불하게 됩니다. 비슷한 모임으로는 계모임이 있습니다. 보험금은 일시불로 지급됩니다.,F,
21,여행자 보험에 대해 설명해 주세요.,"여행에 가기 위해 반드시 필요한 것이며, 여행자 보험에 가입되어 있지 않으면 비행기 탑승이 불가능합니다. 공항에서 쉽게 가입할 수 있으며, 이 경우에는 무료로 가입할 수 있습니다.",F,
21,여행자 보험에 대해 설명해 주세요.,"여행자 보험에 가입하는 경우에는 여행 중 발생한 상해에 대한 치료비를 환급받을 수 있습니다. 특약을 따로 설정해 보장 범위를 확대할 수도 있으나, 어떠한 경우에도 분실물에 대해선 책임지지 않습니다.",F,
21,카지노 감시 운영원에 대해 설명해 주세요.,"게임테이블, 케이지, 카운터룸 등 카지노 영업장 내에 설치되어 있는 감시카메라로 각 영업장을 녹화합니다. 감시카메라를 통해 고객을 감시하고 카지노종사원의 업무 및 회사의 자산을 감시하여 위반사항을 관찰, 기록 및 보고합니다. 녹화장비를 점검하고 녹화물을 정리·관리하고 필요시 증거물로 녹화물을 제공합니다.",P,카지노 내 감시카메라의 역할을 설명해 주세요.
21,카지노 감시 운영원에 대해 설명해 주세요.,"일명 서베일런스 직원들이라고 합니다. 카지노 내 보안실인 모니터룸에서 카지노 영업장 내에 설치된 CCTV를 통해 게임테이블, 케이지, 카운터룸 등을 감시하는 일을 맡아 합니다. 고객뿐 아니라 카지노 종사자들의 업무 상황, 회사의 자산 등을 지키고 감시하며, 위반사항을 기록해 보고하는 역할을 합니다.",P,케이지에 대해 설명해 주세요.
21,카지노 감시 운영원에 대해 설명해 주세요.,,P,
21,카지노 감시 운영원에 대해 설명해 주세요.,"카지노의 수질을 감시하는 사람이며, 카지노에서 제공되는 식수가 음용가능한지를 판단하게 됩니다. 이 경우 물 1L당 검출되는 박테리아의 군집 단위를 이용하여 적합성을 판단하게 됩니다.",F,
21,카지노 감시 운영원에 대해 설명해 주세요.,"카지노에 오는 손님의 숫자를 관리하는 요원을 의미하며, 3.3 제곱 미터당 수용인원이 20명을 초과하게 되면 강제적으로 손님의 출입을 금지하는 역할을 우선적으로 담당하고 있습니다. ",F,
21,카지노 감시 운영원에 대해 설명해 주세요.,"카지노의 입구를 지키며, cctv등으로 업장에 위협이 되는 손님을 제지합니다. 이 과정에서 합법적으로 총기 소지가 가능하며, 경우에 따라서는 손님을 사살하는 것도 법으로 허용됩니다.",F,
21,여행업의 기능에 대해 설명해 주세요.,가장 기본적이면서도 존립 토대가 되는 기능은 컨설팅 기능입니다. 컨설팅 기능은 여행에 관한 전문 지식이 부족한 잠재 여행객에게 여행 상담을 통하여 필요한 여행 정보를 제공하거나 여행상품에 관한 설명을 함으로써 여행객에게 필요한 다양한 서비스를 제공하는 기능입니다.,P,컨설팅 기능에서 중요한 사항에 대해 설명해 주세요.
21,여행업의 기능에 대해 설명해 주세요.,여행업은 여행객에게 유형의 상품을 판매하는 것이 아니라 여행과 관련된 여행정보를 제공함으로써 무형의 상품을 판매하거나 알선합니다. 따라서 어떻게 여행정보를 제공하느냐에 따라 매출액이 달라집니다. 여행에 필요한 여권 및 비자취득 등을 대행해 주는 기능도 제공합니다.,P,무형상품을 취급할 때 유의할 사항을 설명해 주세요.
21,여행업의 기능에 대해 설명해 주세요.,예약 기능은 여행객의 요청에 의해 숙박 및 교통편 등의 예약과 수배를 대행해 주는 기능을 말합니다. 숙박업이나 교통기관 및 기타 여행관련시설업자를 대리하여 예약을 대행해 주는 기능을 동시에 수행하게 됩니다. 또한 시설업자의 업무도 대행하는 역할을 수행하기도 합니다.,P,수배 대행에 대해 설명해 주세요.
21,여행업의 기능에 대해 설명해 주세요.,"여행업은 관광객에게 마약 등을 정신성 약물을 중개하는 업을 담당하고 있으며, 이 경우 합법적으로 면허를 가지고 있는 사람들은 여행업에 종사할 수 있습니다. 합법적인 중개 수수료도 받게 됩니다.",F,
21,여행업의 기능에 대해 설명해 주세요.,"여행업은 관광객에게 숙소를 제공하고, 해외 국가에 대한 안내를 제공하는 업종입니다. 대표적인 한국기업으로는 삼성전자가 있으며, 최근 LG전자는 여행업에 투자 비중을 높이고 있습니다.",F,
21,여행업의 기능에 대해 설명해 주세요.,"여행업은 갈수록 쇠퇴하고 있으며, 적극적으로 해외에 무기를 수출하는 기능을 담당합니다. 해외에 수출된 한국의 무기로는 M-16이 있으며, 여행에 필요한 무기등은 반드시 여행업에서 판매합니다.",F,
21,비자에 대해 설명해 주세요.,"개인이 타국으로 들어가려고 할 때, 자기 나라 또는 체재 중인 나라에 있는 대사ㆍ공사ㆍ영사로부터 여권 검사를 받고 서명을 받는 일로, 입국사증이라고도 합니다. 'visa'는 라틴어의 'vise'가 어원이며, 이는 '배서하다, 보증하다, 보장하다, 확인하다, 인정하다, 증명하다, 사증하다' 등의 의미를 갖고 있습니다.",P,"대사, 공사, 영사를 비교해서 설명해 주세요."
21,비자에 대해 설명해 주세요.,세계 각국은 각 나라의 국내법으로 사증사무에 대하여 규정하고 있습니다. 주로 여권이 정식으로 발행된 것이며 유효한 여권임을 증명하고 사증자가 그 여권 소지자를 안전하게 자기 나라에 입국시키도록 본국 관리에게 추천하는 등의 기능을 합니다. 그리고 국가 간에 비자면제협정을 체결하여 3개월 정도의 단기간 체류 때에는 비자를 면제하는 나라가 많습니다.,P,비자면제협정에 대해 설명해 주세요.
21,비자에 대해 설명해 주세요.,"사증은 1회에 한하여 입국할 수 있는 단수사증과 2회 이상 입국할 수 있는 복수사증으로 구분하되, 사증을 발급하는 경우에는 체류의 자격과 기간을 명시하여 발급합니다. 사증은 별도의 용지를 사용하지 않고 입국예정자가 소지하는 여권에 그 사실을 기재하는 것이 국제적인 관례입니다.",P,체류의 자격에 대해 설명해 주세요.
21,비자에 대해 설명해 주세요.,"비자란 여행을 할 때 만드시 가지고 가야하는 것으로, 비자가 없으면 공항에서 출국이 되지 않습니다. 비자를 소지하지 않을 시에는 세관에서 즉시 구치소로 보내지며, 이 경우 환불은 불가능합니다.",F,
21,비자에 대해 설명해 주세요.,"비자란 사증사무라고도 하며, 여권 뒤에 붙어있는 자그마한 종이입니다. 모든 해외 여행은 비자를 반드시 요구하며, 비자가 면제되는 여행은 외교관이 아니면 불가능한 것으로 알려져 있습니다.",F,
